order,id,date,time,title,url,visitCount,typedCount,transition
81,9974,05/09/2026,01:00:09,Scale record 9974,https://scale4.historyout-qa.invalid/page/9974?campaign=x#note,3,0,link
82,9971,05/09/2026,01:00:09,Scale record 9971,https://scale1.historyout-qa.invalid/page/9971?campaign=x#note,3,0,link
83,9972,05/09/2026,01:00:09,Scale record 9972,https://scale2.historyout-qa.invalid/page/9972?campaign=x#note,3,0,link
84,9973,05/09/2026,01:00:09,Scale record 9973,https://scale3.historyout-qa.invalid/page/9973?campaign=x#note,3,0,link
85,9970,05/09/2026,01:00:09,Scale record 9970,https://scale0.historyout-qa.invalid/page/9970?campaign=x#note,3,0,link
86,9971,05/09/2026,01:00:09,Scale record 9971,https://scale1.historyout-qa.invalid/page/9971?campaign=x#note,3,0,link
87,9972,05/09/2026,01:00:09,Scale record 9972,https://scale2.historyout-qa.invalid/page/9972?campaign=x#note,3,0,link
88,9970,05/09/2026,01:00:09,Scale record 9970,https://scale0.historyout-qa.invalid/page/9970?campaign=x#note,3,0,link
89,9971,05/09/2026,01:00:09,Scale record 9971,https://scale1.historyout-qa.invalid/page/9971?campaign=x#note,3,0,link
90,9969,05/09/2026,01:00:09,Scale record 9969,https://scale4.historyout-qa.invalid/page/9969?campaign=x#note,3,0,link
91,9970,05/09/2026,01:00:09,Scale record 9970,https://scale0.historyout-qa.invalid/page/9970?campaign=x#note,3,0,link
92,9968,05/09/2026,01:00:09,Scale record 9968,https://scale3.historyout-qa.invalid/page/9968?campaign=x#note,3,0,link
93,9969,05/09/2026,01:00:09,Scale record 9969,https://scale4.historyout-qa.invalid/page/9969?campaign=x#note,3,0,link
94,9967,05/09/2026,01:00:09,Scale record 9967,https://scale2.historyout-qa.invalid/page/9967?campaign=x#note,3,0,link
95,9968,05/09/2026,01:00:09,Scale record 9968,https://scale3.historyout-qa.invalid/page/9968?campaign=x#note,3,0,link
96,9969,05/09/2026,01:00:09,Scale record 9969,https://scale4.historyout-qa.invalid/page/9969?campaign=x#note,3,0,link
97,9966,05/09/2026,01:00:09,Scale record 9966,https://scale1.historyout-qa.invalid/page/9966?campaign=x#note,3,0,link
98,9967,05/09/2026,01:00:09,Scale record 9967,https://scale2.historyout-qa.invalid/page/9967?campaign=x#note,3,0,link
99,9968,05/09/2026,01:00:09,Scale record 9968,https://scale3.historyout-qa.invalid/page/9968?campaign=x#note,3,0,link
100,9965,05/09/2026,01:00:09,Scale record 9965,https://scale0.historyout-qa.invalid/page/9965?campaign=x#note,3,0,link
101,9966,05/09/2026,01:00:09,Scale record 9966,https://scale1.historyout-qa.invalid/page/9966?campaign=x#note,3,0,link
102,9967,05/09/2026,01:00:09,Scale record 9967,https://scale2.historyout-qa.invalid/page/9967?campaign=x#note,3,0,link
103,9965,05/09/2026,01:00:09,Scale record 9965,https://scale0.historyout-qa.invalid/page/9965?campaign=x#note,3,0,link
104,9966,05/09/2026,01:00:09,Scale record 9966,https://scale1.historyout-qa.invalid/page/9966?campaign=x#note,3,0,link
105,9964,05/09/2026,01:00:09,Scale record 9964,https://scale4.historyout-qa.invalid/page/9964?campaign=x#note,3,0,link
106,9965,05/09/2026,01:00:09,Scale record 9965,https://scale0.historyout-qa.invalid/page/9965?campaign=x#note,3,0,link
107,9963,05/09/2026,01:00:09,Scale record 9963,https://scale3.historyout-qa.invalid/page/9963?campaign=x#note,3,0,link
108,9964,05/09/2026,01:00:09,Scale record 9964,https://scale4.historyout-qa.invalid/page/9964?campaign=x#note,3,0,link
109,9962,05/09/2026,01:00:09,Scale record 9962,https://scale2.historyout-qa.invalid/page/9962?campaign=x#note,3,0,link
110,9963,05/09/2026,01:00:09,Scale record 9963,https://scale3.historyout-qa.invalid/page/9963?campaign=x#note,3,0,link
111,9964,05/09/2026,01:00:09,Scale record 9964,https://scale4.historyout-qa.invalid/page/9964?campaign=x#note,3,0,link
112,9961,05/09/2026,01:00:09,Scale record 9961,https://scale1.historyout-qa.invalid/page/9961?campaign=x#note,3,0,link
113,9962,05/09/2026,01:00:09,Scale record 9962,https://scale2.historyout-qa.invalid/page/9962?campaign=x#note,3,0,link
114,9963,05/09/2026,01:00:09,Scale record 9963,https://scale3.historyout-qa.invalid/page/9963?campaign=x#note,3,0,link
115,9960,05/09/2026,01:00:09,Scale record 9960,https://scale0.historyout-qa.invalid/page/9960?campaign=x#note,3,0,link
116,9961,05/09/2026,01:00:09,Scale record 9961,https://scale1.historyout-qa.invalid/page/9961?campaign=x#note,3,0,link
117,9962,05/09/2026,01:00:09,Scale record 9962,https://scale2.historyout-qa.invalid/page/9962?campaign=x#note,3,0,link
118,9960,05/09/2026,01:00:09,Scale record 9960,https://scale0.historyout-qa.invalid/page/9960?campaign=x#note,3,0,link
119,9961,05/09/2026,01:00:09,Scale record 9961,https://scale1.historyout-qa.invalid/page/9961?campaign=x#note,3,0,link
120,9959,05/09/2026,01:00:09,Scale record 9959,https://scale4.historyout-qa.invalid/page/9959?campaign=x#note,3,0,link
121,9960,05/09/2026,01:00:09,Scale record 9960,https://scale0.historyout-qa.invalid/page/9960?campaign=x#note,3,0,link
122,9958,05/09/2026,01:00:09,Scale record 9958,https://scale3.historyout-qa.invalid/page/9958?campaign=x#note,3,0,link
123,9959,05/09/2026,01:00:09,Scale record 9959,https://scale4.historyout-qa.invalid/page/9959?campaign=x#note,3,0,link
124,9957,05/09/2026,01:00:09,Scale record 9957,https://scale2.historyout-qa.invalid/page/9957?campaign=x#note,3,0,link
125,9958,05/09/2026,01:00:09,Scale record 9958,https://scale3.historyout-qa.invalid/page/9958?campaign=x#note,3,0,link
126,9959,05/09/2026,01:00:09,Scale record 9959,https://scale4.historyout-qa.invalid/page/9959?campaign=x#note,3,0,link
127,9956,05/09/2026,01:00:09,Scale record 9956,https://scale1.historyout-qa.invalid/page/9956?campaign=x#note,3,0,link
128,9957,05/09/2026,01:00:09,Scale record 9957,https://scale2.historyout-qa.invalid/page/9957?campaign=x#note,3,0,link
129,9958,05/09/2026,01:00:09,Scale record 9958,https://scale3.historyout-qa.invalid/page/9958?campaign=x#note,3,0,link
130,9955,05/09/2026,01:00:09,Scale record 9955,https://scale0.historyout-qa.invalid/page/9955?campaign=x#note,3,0,link
131,9956,05/09/2026,01:00:09,Scale record 9956,https://scale1.historyout-qa.invalid/page/9956?campaign=x#note,3,0,link
132,9957,05/09/2026,01:00:09,Scale record 9957,https://scale2.historyout-qa.invalid/page/9957?campaign=x#note,3,0,link
133,9955,05/09/2026,01:00:09,Scale record 9955,https://scale0.historyout-qa.invalid/page/9955?campaign=x#note,3,0,link
134,9956,05/09/2026,01:00:09,Scale record 9956,https://scale1.historyout-qa.invalid/page/9956?campaign=x#note,3,0,link
135,9954,05/09/2026,01:00:09,Scale record 9954,https://scale4.historyout-qa.invalid/page/9954?campaign=x#note,3,0,link
136,9955,05/09/2026,01:00:09,Scale record 9955,https://scale0.historyout-qa.invalid/page/9955?campaign=x#note,3,0,link
137,9953,05/09/2026,01:00:09,Scale record 9953,https://scale3.historyout-qa.invalid/page/9953?campaign=x#note,3,0,link
138,9954,05/09/2026,01:00:09,Scale record 9954,https://scale4.historyout-qa.invalid/page/9954?campaign=x#note,3,0,link
139,9952,05/09/2026,01:00:09,Scale record 9952,https://scale2.historyout-qa.invalid/page/9952?campaign=x#note,3,0,link
140,9953,05/09/2026,01:00:09,Scale record 9953,https://scale3.historyout-qa.invalid/page/9953?campaign=x#note,3,0,link
141,9954,05/09/2026,01:00:09,Scale record 9954,https://scale4.historyout-qa.invalid/page/9954?campaign=x#note,3,0,link
142,9951,05/09/2026,01:00:09,Scale record 9951,https://scale1.historyout-qa.invalid/page/9951?campaign=x#note,3,0,link
143,9952,05/09/2026,01:00:09,Scale record 9952,https://scale2.historyout-qa.invalid/page/9952?campaign=x#note,3,0,link
144,9953,05/09/2026,01:00:09,Scale record 9953,https://scale3.historyout-qa.invalid/page/9953?campaign=x#note,3,0,link
145,9950,05/09/2026,01:00:09,Scale record 9950,https://scale0.historyout-qa.invalid/page/9950?campaign=x#note,3,0,link
146,9951,05/09/2026,01:00:09,Scale record 9951,https://scale1.historyout-qa.invalid/page/9951?campaign=x#note,3,0,link
147,9952,05/09/2026,01:00:09,Scale record 9952,https://scale2.historyout-qa.invalid/page/9952?campaign=x#note,3,0,link
148,9950,05/09/2026,01:00:09,Scale record 9950,https://scale0.historyout-qa.invalid/page/9950?campaign=x#note,3,0,link
149,9951,05/09/2026,01:00:09,Scale record 9951,https://scale1.historyout-qa.invalid/page/9951?campaign=x#note,3,0,link
150,9949,05/09/2026,01:00:09,Scale record 9949,https://scale4.historyout-qa.invalid/page/9949?campaign=x#note,3,0,link
151,9950,05/09/2026,01:00:09,Scale record 9950,https://scale0.historyout-qa.invalid/page/9950?campaign=x#note,3,0,link
152,9948,05/09/2026,01:00:09,Scale record 9948,https://scale3.historyout-qa.invalid/page/9948?campaign=x#note,3,0,link
153,9949,05/09/2026,01:00:09,Scale record 9949,https://scale4.historyout-qa.invalid/page/9949?campaign=x#note,3,0,link
154,9947,05/09/2026,01:00:09,Scale record 9947,https://scale2.historyout-qa.invalid/page/9947?campaign=x#note,3,0,link
155,9948,05/09/2026,01:00:09,Scale record 9948,https://scale3.historyout-qa.invalid/page/9948?campaign=x#note,3,0,link
156,9949,05/09/2026,01:00:09,Scale record 9949,https://scale4.historyout-qa.invalid/page/9949?campaign=x#note,3,0,link
157,9946,05/09/2026,01:00:09,Scale record 9946,https://scale1.historyout-qa.invalid/page/9946?campaign=x#note,3,0,link
158,9947,05/09/2026,01:00:09,Scale record 9947,https://scale2.historyout-qa.invalid/page/9947?campaign=x#note,3,0,link
159,9948,05/09/2026,01:00:09,Scale record 9948,https://scale3.historyout-qa.invalid/page/9948?campaign=x#note,3,0,link
160,9945,05/09/2026,01:00:09,Scale record 9945,https://scale0.historyout-qa.invalid/page/9945?campaign=x#note,3,0,link
161,9946,05/09/2026,01:00:09,Scale record 9946,https://scale1.historyout-qa.invalid/page/9946?campaign=x#note,3,0,link
162,9947,05/09/2026,01:00:09,Scale record 9947,https://scale2.historyout-qa.invalid/page/9947?campaign=x#note,3,0,link
163,9945,05/09/2026,01:00:09,Scale record 9945,https://scale0.historyout-qa.invalid/page/9945?campaign=x#note,3,0,link
164,9946,05/09/2026,01:00:09,Scale record 9946,https://scale1.historyout-qa.invalid/page/9946?campaign=x#note,3,0,link
165,9944,05/09/2026,01:00:09,Scale record 9944,https://scale4.historyout-qa.invalid/page/9944?campaign=x#note,3,0,link
166,9945,05/09/2026,01:00:09,Scale record 9945,https://scale0.historyout-qa.invalid/page/9945?campaign=x#note,3,0,link
167,9943,05/09/2026,01:00:09,Scale record 9943,https://scale3.historyout-qa.invalid/page/9943?campaign=x#note,3,0,link
168,9944,05/09/2026,01:00:09,Scale record 9944,https://scale4.historyout-qa.invalid/page/9944?campaign=x#note,3,0,link
169,9942,05/09/2026,01:00:09,Scale record 9942,https://scale2.historyout-qa.invalid/page/9942?campaign=x#note,3,0,link
170,9943,05/09/2026,01:00:09,Scale record 9943,https://scale3.historyout-qa.invalid/page/9943?campaign=x#note,3,0,link
171,9944,05/09/2026,01:00:09,Scale record 9944,https://scale4.historyout-qa.invalid/page/9944?campaign=x#note,3,0,link
172,9941,05/09/2026,01:00:09,Scale record 9941,https://scale1.historyout-qa.invalid/page/9941?campaign=x#note,3,0,link
173,9942,05/09/2026,01:00:09,Scale record 9942,https://scale2.historyout-qa.invalid/page/9942?campaign=x#note,3,0,link
174,9943,05/09/2026,01:00:09,Scale record 9943,https://scale3.historyout-qa.invalid/page/9943?campaign=x#note,3,0,link
175,9940,05/09/2026,01:00:09,Scale record 9940,https://scale0.historyout-qa.invalid/page/9940?campaign=x#note,3,0,link
176,9941,05/09/2026,01:00:09,Scale record 9941,https://scale1.historyout-qa.invalid/page/9941?campaign=x#note,3,0,link
177,9942,05/09/2026,01:00:09,Scale record 9942,https://scale2.historyout-qa.invalid/page/9942?campaign=x#note,3,0,link
178,9940,05/09/2026,01:00:09,Scale record 9940,https://scale0.historyout-qa.invalid/page/9940?campaign=x#note,3,0,link
179,9941,05/09/2026,01:00:09,Scale record 9941,https://scale1.historyout-qa.invalid/page/9941?campaign=x#note,3,0,link
180,9939,05/09/2026,01:00:09,Scale record 9939,https://scale4.historyout-qa.invalid/page/9939?campaign=x#note,3,0,link
181,9940,05/09/2026,01:00:09,Scale record 9940,https://scale0.historyout-qa.invalid/page/9940?campaign=x#note,3,0,link
182,9938,05/09/2026,01:00:09,Scale record 9938,https://scale3.historyout-qa.invalid/page/9938?campaign=x#note,3,0,link
183,9939,05/09/2026,01:00:09,Scale record 9939,https://scale4.historyout-qa.invalid/page/9939?campaign=x#note,3,0,link
184,9937,05/09/2026,01:00:09,Scale record 9937,https://scale2.historyout-qa.invalid/page/9937?campaign=x#note,3,0,link
185,9938,05/09/2026,01:00:09,Scale record 9938,https://scale3.historyout-qa.invalid/page/9938?campaign=x#note,3,0,link
186,9939,05/09/2026,01:00:09,Scale record 9939,https://scale4.historyout-qa.invalid/page/9939?campaign=x#note,3,0,link
187,9936,05/09/2026,01:00:09,Scale record 9936,https://scale1.historyout-qa.invalid/page/9936?campaign=x#note,3,0,link
188,9937,05/09/2026,01:00:09,Scale record 9937,https://scale2.historyout-qa.invalid/page/9937?campaign=x#note,3,0,link
189,9938,05/09/2026,01:00:09,Scale record 9938,https://scale3.historyout-qa.invalid/page/9938?campaign=x#note,3,0,link
190,9935,05/09/2026,01:00:09,Scale record 9935,https://scale0.historyout-qa.invalid/page/9935?campaign=x#note,3,0,link
191,9936,05/09/2026,01:00:09,Scale record 9936,https://scale1.historyout-qa.invalid/page/9936?campaign=x#note,3,0,link
192,9937,05/09/2026,01:00:09,Scale record 9937,https://scale2.historyout-qa.invalid/page/9937?campaign=x#note,3,0,link
193,9935,05/09/2026,01:00:09,Scale record 9935,https://scale0.historyout-qa.invalid/page/9935?campaign=x#note,3,0,link
194,9936,05/09/2026,01:00:09,Scale record 9936,https://scale1.historyout-qa.invalid/page/9936?campaign=x#note,3,0,link
195,9934,05/09/2026,01:00:09,Scale record 9934,https://scale4.historyout-qa.invalid/page/9934?campaign=x#note,3,0,link
196,9935,05/09/2026,01:00:09,Scale record 9935,https://scale0.historyout-qa.invalid/page/9935?campaign=x#note,3,0,link
197,9933,05/09/2026,01:00:09,Scale record 9933,https://scale3.historyout-qa.invalid/page/9933?campaign=x#note,3,0,link
198,9934,05/09/2026,01:00:09,Scale record 9934,https://scale4.historyout-qa.invalid/page/9934?campaign=x#note,3,0,link
199,9932,05/09/2026,01:00:09,Scale record 9932,https://scale2.historyout-qa.invalid/page/9932?campaign=x#note,3,0,link
200,9933,05/09/2026,01:00:09,Scale record 9933,https://scale3.historyout-qa.invalid/page/9933?campaign=x#note,3,0,link
201,9934,05/09/2026,01:00:09,Scale record 9934,https://scale4.historyout-qa.invalid/page/9934?campaign=x#note,3,0,link
202,9931,05/09/2026,01:00:09,Scale record 9931,https://scale1.historyout-qa.invalid/page/9931?campaign=x#note,3,0,link
203,9932,05/09/2026,01:00:09,Scale record 9932,https://scale2.historyout-qa.invalid/page/9932?campaign=x#note,3,0,link
204,9933,05/09/2026,01:00:09,Scale record 9933,https://scale3.historyout-qa.invalid/page/9933?campaign=x#note,3,0,link
205,9930,05/09/2026,01:00:09,Scale record 9930,https://scale0.historyout-qa.invalid/page/9930?campaign=x#note,3,0,link
206,9931,05/09/2026,01:00:09,Scale record 9931,https://scale1.historyout-qa.invalid/page/9931?campaign=x#note,3,0,link
207,9932,05/09/2026,01:00:09,Scale record 9932,https://scale2.historyout-qa.invalid/page/9932?campaign=x#note,3,0,link
208,9930,05/09/2026,01:00:09,Scale record 9930,https://scale0.historyout-qa.invalid/page/9930?campaign=x#note,3,0,link
209,9931,05/09/2026,01:00:09,Scale record 9931,https://scale1.historyout-qa.invalid/page/9931?campaign=x#note,3,0,link
210,9929,05/09/2026,01:00:09,Scale record 9929,https://scale4.historyout-qa.invalid/page/9929?campaign=x#note,3,0,link
211,9930,05/09/2026,01:00:09,Scale record 9930,https://scale0.historyout-qa.invalid/page/9930?campaign=x#note,3,0,link
212,9928,05/09/2026,01:00:09,Scale record 9928,https://scale3.historyout-qa.invalid/page/9928?campaign=x#note,3,0,link
213,9929,05/09/2026,01:00:09,Scale record 9929,https://scale4.historyout-qa.invalid/page/9929?campaign=x#note,3,0,link
214,9927,05/09/2026,01:00:09,Scale record 9927,https://scale2.historyout-qa.invalid/page/9927?campaign=x#note,3,0,link
215,9928,05/09/2026,01:00:09,Scale record 9928,https://scale3.historyout-qa.invalid/page/9928?campaign=x#note,3,0,link
216,9929,05/09/2026,01:00:09,Scale record 9929,https://scale4.historyout-qa.invalid/page/9929?campaign=x#note,3,0,link
217,9926,05/09/2026,01:00:09,Scale record 9926,https://scale1.historyout-qa.invalid/page/9926?campaign=x#note,3,0,link
218,9927,05/09/2026,01:00:09,Scale record 9927,https://scale2.historyout-qa.invalid/page/9927?campaign=x#note,3,0,link
219,9928,05/09/2026,01:00:09,Scale record 9928,https://scale3.historyout-qa.invalid/page/9928?campaign=x#note,3,0,link
220,9925,05/09/2026,01:00:09,Scale record 9925,https://scale0.historyout-qa.invalid/page/9925?campaign=x#note,3,0,link
221,9926,05/09/2026,01:00:09,Scale record 9926,https://scale1.historyout-qa.invalid/page/9926?campaign=x#note,3,0,link
222,9927,05/09/2026,01:00:09,Scale record 9927,https://scale2.historyout-qa.invalid/page/9927?campaign=x#note,3,0,link
223,9925,05/09/2026,01:00:09,Scale record 9925,https://scale0.historyout-qa.invalid/page/9925?campaign=x#note,3,0,link
224,9926,05/09/2026,01:00:09,Scale record 9926,https://scale1.historyout-qa.invalid/page/9926?campaign=x#note,3,0,link
225,9924,05/09/2026,01:00:09,Scale record 9924,https://scale4.historyout-qa.invalid/page/9924?campaign=x#note,3,0,link
